date,country,country_name,area,region,values.Retail & recreation,values.Grocery & pharmacy,values.Parks,values.Transit stations,values.Workplace,values.Residential
2020-03-29,US,United States,Missouri,Macon County,-29%,-19%,n/a,-30%,-19%,n/a
2020-03-29,US,United States,Missouri,Madison County,-5%,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Missouri,Maries County,n/a,n/a,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Missouri,Marion County,-38%,+1%,n/a,-46%,-26%,+13%
2020-03-29,US,United States,Missouri,McDonald County,-9%,+9%,n/a,n/a,-25%,-4%
2020-03-29,US,United States,Missouri,Miller County,-15%,+3%,-32%,n/a,-24%,-3%
2020-03-29,US,United States,Missouri,Mississippi County,-38%,n/a,n/a,-13%,-16%,n/a
2020-03-29,US,United States,Missouri,Moniteau County,-18%,+14%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Missouri,Monroe County,-54%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Missouri,Montgomery County,-54%,-8%,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Missouri,Morgan County,-17%,+23%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Missouri,New Madrid County,-22%,-4%,n/a,-12%,-23%,n/a
2020-03-29,US,United States,Missouri,Newton County,-27%,-7%,+7%,-19%,-26%,+13%
2020-03-29,US,United States,Missouri,Nodaway County,-30%,-10%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Missouri,Oregon County,-2%,+4%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Missouri,Osage County,-47%,-6%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Missouri,Ozark County,n/a,n/a,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Missouri,Pemiscot County,-37%,+5%,n/a,-27%,-26%,n/a
2020-03-29,US,United States,Missouri,Perry County,-33%,-13%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Missouri,Pettis County,-27%,+7%,n/a,n/a,-22%,+15%
2020-03-29,US,United States,Missouri,Phelps County,-37%,-17%,n/a,-18%,-27%,+16%
2020-03-29,US,United States,Missouri,Pike County,-28%,-2%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Missouri,Platte County,-46%,+15%,-19%,-80%,-40%,+15%
2020-03-29,US,United States,Missouri,Polk County,-24%,-13%,-46%,n/a,-23%,+10%
2020-03-29,US,United States,Missouri,Pulaski County,-32%,-9%,n/a,-45%,-19%,+13%
2020-03-29,US,United States,Missouri,Putnam County,n/a,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Missouri,Ralls County,-54%,n/a,n/a,-9%,-22%,n/a
2020-03-29,US,United States,Missouri,Randolph County,-31%,-17%,n/a,n/a,-18%,+1%
2020-03-29,US,United States,Missouri,Ray County,-14%,+1%,n/a,n/a,-22%,+7%
2020-03-29,US,United States,Missouri,Ripley County,-5%,-2%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Missouri,Saline County,-26%,+0%,n/a,n/a,+3%,+0%
2020-03-29,US,United States,Missouri,Scott County,-34%,+0%,n/a,-19%,-21%,+11%
2020-03-29,US,United States,Missouri,Shannon County,n/a,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Missouri,Shelby County,n/a,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Missouri,St. Charles County,-45%,-13%,+63%,-16%,-37%,+11%
2020-03-29,US,United States,Missouri,St. Clair County,-27%,-4%,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Missouri,St. Francois County,-26%,+3%,-29%,n/a,-15%,+13%
2020-03-29,US,United States,Missouri,St. Louis,-52%,-7%,+34%,-35%,-36%,+11%
2020-03-29,US,United States,Missouri,St. Louis County,-45%,-21%,+87%,-59%,-38%,+11%
2020-03-29,US,United States,Missouri,Ste. Genevieve County,-30%,n/a,n/a,-3%,-17%,n/a
2020-03-29,US,United States,Missouri,Stoddard County,-19%,-5%,n/a,n/a,-18%,-2%
2020-03-29,US,United States,Missouri,Stone County,-16%,+19%,n/a,n/a,-39%,+9%
2020-03-29,US,United States,Missouri,Sullivan County,n/a,n/a,n/a,n/a,-7%,n/a
2020-03-29,US,United States,Missouri,Taney County,-47%,-7%,+41%,n/a,-49%,+13%
2020-03-29,US,United States,Missouri,Texas County,-21%,+13%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Missouri,Vernon County,-21%,+13%,n/a,-24%,-14%,n/a
2020-03-29,US,United States,Missouri,Warren County,-25%,-5%,n/a,-4%,-26%,+16%
2020-03-29,US,United States,Missouri,Washington County,-9%,-9%,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Missouri,Wayne County,-21%,+6%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Missouri,Webster County,-1%,-13%,n/a,-38%,-31%,+16%
2020-03-29,US,United States,Missouri,Wright County,-27%,+2%,n/a,n/a,-19%,n/a
2020-03-29,JP,Japan,n/a,Aichi,-14%,+1%,-11%,-35%,-5%,+6%
2020-03-29,JP,Japan,n/a,Akita,-1%,+5%,+19%,-20%,+0%,+3%
2020-03-29,JP,Japan,n/a,Aomori,-11%,+1%,+11%,-20%,+0%,+3%
2020-03-29,JP,Japan,n/a,Chiba,-43%,-21%,-61%,-53%,-15%,+11%
2020-03-29,JP,Japan,n/a,Ehime,-5%,+5%,+29%,-12%,+0%,+3%
2020-03-29,JP,Japan,n/a,Fukui,-13%,+5%,-18%,-19%,-2%,+6%
2020-03-29,JP,Japan,n/a,Fukuoka,-13%,+6%,+34%,-34%,-3%,+4%
2020-03-29,JP,Japan,n/a,Fukushima,-21%,-7%,-51%,-35%,-4%,+7%
2020-03-29,JP,Japan,n/a,Gifu,-14%,+3%,-25%,-32%,-4%,+6%
2020-03-29,JP,Japan,n/a,Gunma,-33%,-15%,-55%,-49%,-8%,+9%
2020-03-29,JP,Japan,n/a,Hiroshima,-7%,+7%,+15%,-24%,-1%,+3%
2020-03-29,JP,Japan,n/a,Hokkaido,-7%,+3%,-2%,-27%,-5%,+3%
2020-03-29,JP,Japan,n/a,Hyogo,-12%,+5%,-10%,-31%,-4%,+5%
2020-03-29,JP,Japan,n/a,Ibaraki,-31%,-16%,-60%,-51%,-10%,+10%
2020-03-29,JP,Japan,n/a,Ishikawa,-8%,+8%,-23%,-30%,-1%,+4%
2020-03-29,JP,Japan,n/a,Iwate,-5%,+5%,+6%,-19%,+1%,+3%
2020-03-29,JP,Japan,n/a,Kagawa,-7%,+4%,+19%,-22%,-1%,+3%
2020-03-29,JP,Japan,n/a,Kagoshima,-5%,+4%,+16%,-15%,+4%,+2%
2020-03-29,JP,Japan,n/a,Kanagawa,-55%,-31%,-66%,-55%,-23%,+13%
2020-03-29,JP,Japan,n/a,Kochi,-3%,+3%,+23%,-7%,+0%,+2%
2020-03-29,JP,Japan,n/a,Kumamoto,-13%,+4%,+36%,-14%,-1%,+4%
2020-03-29,JP,Japan,n/a,Kyoto,-10%,+7%,+12%,-32%,-3%,+4%
2020-03-29,JP,Japan,n/a,Mie,-9%,+4%,-20%,-33%,-1%,+5%
2020-03-29,JP,Japan,n/a,Miyagi,-14%,+0%,-37%,-35%,-2%,+5%
2020-03-29,JP,Japan,n/a,Miyazaki,-7%,+7%,+4%,-15%,+2%,+3%
2020-03-29,JP,Japan,n/a,Nagano,-31%,-11%,-56%,-44%,-4%,+8%
2020-03-29,JP,Japan,n/a,Nagasaki,-3%,+8%,+30%,-12%,+3%,+2%
2020-03-29,JP,Japan,n/a,Nara,-7%,+11%,+10%,-27%,-5%,+4%
2020-03-29,JP,Japan,n/a,Niigata,-11%,+3%,-22%,-35%,-3%,+5%
2020-03-29,JP,Japan,n/a,Oita,-8%,+5%,+22%,-17%,-1%,+3%
2020-03-29,JP,Japan,n/a,Okayama,-7%,+7%,+17%,-18%,+0%,+3%
2020-03-29,JP,Japan,n/a,Okinawa,-9%,+0%,-14%,-27%,+1%,+3%
2020-03-29,JP,Japan,n/a,Osaka,-21%,+3%,-8%,-39%,-7%,+6%
2020-03-29,JP,Japan,n/a,Saga,-4%,+6%,+48%,-19%,+0%,+3%
2020-03-29,JP,Japan,n/a,Saitama,-51%,-28%,-61%,-53%,-20%,+12%
2020-03-29,JP,Japan,n/a,Shiga,-6%,+7%,-8%,-25%,-2%,+4%
2020-03-29,JP,Japan,n/a,Shimane,+1%,+6%,+45%,+4%,+5%,+1%
2020-03-29,JP,Japan,n/a,Shizuoka,-17%,-4%,-47%,-38%,-6%,+7%
2020-03-29,JP,Japan,n/a,Tochigi,-33%,-16%,-61%,-46%,-9%,+10%
2020-03-29,JP,Japan,n/a,Tokushima,-4%,+3%,+27%,-13%,+0%,+3%
2020-03-29,JP,Japan,n/a,Tokyo,-63%,-32%,-66%,-59%,-27%,+14%
2020-03-29,JP,Japan,n/a,Tottori,+1%,+9%,+15%,-13%,+2%,+2%
2020-03-29,JP,Japan,n/a,Toyama,-6%,+7%,-19%,-26%,+0%,+4%
2020-03-29,JP,Japan,n/a,Wakayama,-6%,+8%,+16%,-21%,-2%,+4%
2020-03-29,JP,Japan,n/a,Yamagata,-3%,+6%,-12%,-27%,-1%,+3%
2020-03-29,JP,Japan,n/a,Yamaguchi,-4%,+9%,+49%,-6%,+1%,+3%
2020-03-29,JP,Japan,n/a,Yamanashi,-29%,-13%,-56%,-51%,-9%,+8%
2020-03-29,US,United States,Connecticut,Fairfield County,-61%,-35%,-60%,-72%,-44%,+17%
2020-03-29,US,United States,Connecticut,Hartford County,-56%,-31%,-48%,-61%,-35%,+13%
2020-03-29,US,United States,Connecticut,Litchfield County,-51%,-27%,-40%,n/a,-33%,+13%
2020-03-29,US,United States,Connecticut,Middlesex County,-58%,-28%,-49%,-60%,-38%,+15%
2020-03-29,US,United States,Connecticut,New Haven County,-56%,-31%,-52%,-62%,-36%,+14%
2020-03-29,US,United States,Connecticut,New London County,-56%,-28%,-45%,-67%,-41%,+15%
2020-03-29,US,United States,Connecticut,Tolland County,-59%,-33%,-38%,-38%,-37%,+14%
2020-03-29,US,United States,Connecticut,Windham County,-42%,-27%,-58%,-69%,-32%,+12%
2020-03-29,FR,France,n/a,Auvergne-Rhône-Alpes,-87%,-74%,-80%,-89%,-56%,+19%
2020-03-29,FR,France,n/a,Bourgogne-Franche-Comté,-87%,-77%,-77%,-88%,-54%,+18%
2020-03-29,FR,France,n/a,Brittany,-87%,-76%,-83%,-88%,-53%,+18%
2020-03-29,FR,France,n/a,Centre-Val de Loire,-86%,-75%,-79%,-88%,-53%,+17%
2020-03-29,FR,France,n/a,Corsica,-84%,-67%,-74%,-83%,-54%,+21%
2020-03-29,FR,France,n/a,Grand Est,-89%,-77%,-81%,-89%,-59%,+17%
2020-03-29,FR,France,n/a,Hauts-de-France,-88%,-72%,-84%,-87%,-56%,+17%
2020-03-29,FR,France,n/a,Normandy,-86%,-73%,-78%,-88%,-53%,+17%
2020-03-29,FR,France,n/a,Nouvelle-Aquitaine,-86%,-76%,-80%,-86%,-53%,+18%
2020-03-29,FR,France,n/a,Occitanie,-86%,-72%,-73%,-86%,-53%,+18%
2020-03-29,FR,France,n/a,Pays de la Loire,-88%,-78%,-80%,-90%,-54%,+18%
2020-03-29,FR,France,n/a,Provence-Alpes-Côte d'Azur,-87%,-68%,-83%,-85%,-55%,+18%
2020-03-29,FR,France,n/a,Île-de-France,-91%,-69%,-89%,-87%,-63%,+20%
2020-03-29,US,United States,Massachusetts,Barnstable County,-57%,-28%,-38%,-67%,-41%,+13%
2020-03-29,US,United States,Massachusetts,Berkshire County,-49%,-31%,-36%,-68%,-35%,+12%
2020-03-29,US,United States,Massachusetts,Bristol County,-54%,-32%,-44%,-54%,-35%,+13%
2020-03-29,US,United States,Massachusetts,Dukes County,-79%,-41%,n/a,-53%,-51%,n/a
2020-03-29,US,United States,Massachusetts,Essex County,-58%,-39%,-53%,-60%,-44%,+16%
2020-03-29,US,United States,Massachusetts,Franklin County,-58%,-40%,-37%,-39%,-37%,+22%
2020-03-29,US,United States,Massachusetts,Hampden County,-54%,-28%,-46%,-56%,-37%,+12%
2020-03-29,US,United States,Massachusetts,Hampshire County,-60%,-39%,-45%,-65%,-43%,+15%
2020-03-29,US,United States,Massachusetts,Middlesex County,-64%,-41%,-62%,-73%,-46%,+18%
2020-03-29,US,United States,Massachusetts,Nantucket County,-70%,-38%,n/a,n/a,-54%,n/a
2020-03-29,US,United States,Massachusetts,Norfolk County,-63%,-37%,-57%,-61%,-44%,+17%
2020-03-29,US,United States,Massachusetts,Plymouth County,-57%,-32%,-34%,-54%,-37%,+14%
2020-03-29,US,United States,Massachusetts,Suffolk County,-71%,-41%,-68%,-79%,-51%,+18%
2020-03-29,US,United States,Massachusetts,Worcester County,-55%,-36%,-60%,-66%,-38%,+14%
2020-03-29,DK,Denmark,n/a,Capital Region of Denmark,-48%,-24%,+13%,-67%,-33%,+10%
2020-03-29,DK,Denmark,n/a,Central Denmark Region,-34%,-23%,+71%,-55%,-26%,+9%
2020-03-29,DK,Denmark,n/a,North Denmark Region,-34%,-16%,+32%,-54%,-26%,+8%
2020-03-29,DK,Denmark,n/a,Region Zealand,-28%,-17%,+54%,-55%,-25%,+8%
2020-03-29,DK,Denmark,n/a,Region of Southern Denmark,-30%,-22%,+23%,-59%,-28%,+9%
2020-03-29,US,United States,Maryland,Allegany County,-39%,-17%,-8%,-32%,-31%,+16%
2020-03-29,US,United States,Maryland,Anne Arundel County,-49%,-31%,+33%,-76%,-42%,+13%
2020-03-29,US,United States,Maryland,Baltimore,-44%,-18%,+12%,-34%,-37%,+12%
2020-03-29,US,United States,Maryland,Baltimore County,-46%,-21%,+10%,-39%,-36%,+13%
2020-03-29,US,United States,Maryland,Calvert County,-37%,-33%,+33%,n/a,-39%,+23%
2020-03-29,US,United States,Maryland,Caroline County,-28%,-21%,n/a,n/a,-28%,+15%
2020-03-29,US,United States,Maryland,Carroll County,-43%,-35%,+10%,-50%,-34%,+12%
2020-03-29,US,United States,Maryland,Cecil County,-34%,-32%,-34%,-57%,-30%,+10%
2020-03-29,US,United States,Maryland,Charles County,-41%,-18%,-42%,-28%,-39%,+13%
2020-03-29,US,United States,Maryland,Dorchester County,-29%,-6%,n/a,n/a,-28%,+12%
2020-03-29,US,United States,Maryland,Frederick County,-49%,-30%,+19%,-35%,-38%,+13%
2020-03-29,US,United States,Maryland,Garrett County,-37%,-20%,n/a,-17%,-37%,-1%
2020-03-29,US,United States,Maryland,Harford County,-43%,-30%,+50%,-62%,-32%,+12%
2020-03-29,US,United States,Maryland,Howard County,-57%,-45%,+7%,-30%,-47%,+16%
2020-03-29,US,United States,Maryland,Kent County,-43%,-14%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Maryland,Montgomery County,-51%,-30%,+44%,-50%,-45%,+16%
2020-03-29,US,United States,Maryland,Prince George's County,-40%,-26%,+37%,-50%,-40%,+14%
2020-03-29,US,United States,Maryland,Queen Anne's County,-57%,-33%,-36%,n/a,-40%,+21%
2020-03-29,US,United States,Maryland,Somerset County,-41%,-7%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Maryland,St. Mary's County,-40%,-19%,+32%,n/a,-34%,+14%
2020-03-29,US,United States,Maryland,Talbot County,-42%,-23%,n/a,n/a,-38%,+8%
2020-03-29,US,United States,Maryland,Washington County,-42%,-20%,+28%,-22%,-32%,+10%
2020-03-29,US,United States,Maryland,Wicomico County,-46%,-23%,n/a,-58%,-34%,+10%
2020-03-29,US,United States,Maryland,Worcester County,-47%,-21%,-24%,n/a,-39%,+16%
2020-03-29,US,United States,Wyoming,Albany County,-42%,-27%,-4%,+1%,-29%,+16%
2020-03-29,US,United States,Wyoming,Big Horn County,-35%,-7%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Wyoming,Campbell County,-32%,-2%,n/a,-7%,-22%,+17%
2020-03-29,US,United States,Wyoming,Carbon County,-30%,-14%,n/a,-15%,-35%,n/a
2020-03-29,US,United States,Wyoming,Converse County,-42%,-3%,n/a,-35%,-22%,n/a
2020-03-29,US,United States,Wyoming,Crook County,n/a,n/a,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Wyoming,Fremont County,-31%,-17%,n/a,n/a,-27%,+15%
2020-03-29,US,United States,Wyoming,Goshen County,-24%,-17%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Wyoming,Hot Springs County,-67%,-22%,-56%,n/a,n/a,n/a
2020-03-29,US,United States,Wyoming,Johnson County,-38%,-2%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Wyoming,Laramie County,-39%,-20%,+26%,-16%,-28%,+10%
2020-03-29,US,United States,Wyoming,Lincoln County,-30%,-5%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Wyoming,Natrona County,-36%,-8%,+64%,-29%,-29%,+9%
2020-03-29,US,United States,Wyoming,Park County,-35%,+10%,n/a,n/a,-31%,+5%
2020-03-29,US,United States,Wyoming,Platte County,-35%,-5%,n/a,-43%,-31%,n/a
2020-03-29,US,United States,Wyoming,Sheridan County,-34%,+7%,n/a,n/a,-26%,+13%
2020-03-29,US,United States,Wyoming,Sublette County,-70%,-24%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Wyoming,Sweetwater County,-33%,-9%,n/a,+6%,-22%,+15%
2020-03-29,US,United States,Wyoming,Teton County,-83%,-50%,-57%,-80%,-70%,n/a
2020-03-29,US,United States,Wyoming,Uinta County,-29%,+2%,n/a,+1%,-18%,n/a
2020-03-29,US,United States,Wyoming,Washakie County,-17%,-7%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Wyoming,Weston County,-57%,-24%,n/a,n/a,-34%,n/a
2020-03-29,GB,United Kingdom,n/a,Aberdeen City,-86%,-41%,-46%,-73%,-58%,+30%
2020-03-29,GB,United Kingdom,n/a,Aberdeenshire,-80%,-46%,-45%,-58%,-52%,+27%
2020-03-29,GB,United Kingdom,n/a,Angus council,-80%,-44%,-28%,-51%,-48%,+20%
2020-03-29,GB,United Kingdom,n/a,Antrim And Newtownabbey,-81%,-46%,-61%,-89%,-52%,+29%
2020-03-29,GB,United Kingdom,n/a,Ards And North Down,-78%,-39%,-57%,-57%,-56%,+28%
2020-03-29,GB,United Kingdom,n/a,Argyll and Bute Council,-88%,-45%,-34%,-57%,-52%,+8%
2020-03-29,GB,United Kingdom,n/a,Armagh City and Banbridge And Craigavon,-82%,-45%,-66%,-65%,-47%,+27%
2020-03-29,GB,United Kingdom,n/a,Bath and North East Somerset,-91%,-48%,-54%,-75%,-66%,+30%
2020-03-29,GB,United Kingdom,n/a,Bedford,-86%,-47%,-51%,-72%,-49%,+28%
2020-03-29,GB,United Kingdom,n/a,Belfast,-85%,-42%,-47%,-76%,-59%,+17%
2020-03-29,GB,United Kingdom,n/a,Blackburn with Darwen,-85%,-42%,n/a,-71%,-50%,+25%
2020-03-29,GB,United Kingdom,n/a,Blackpool,-88%,-43%,-64%,-65%,-54%,+22%
2020-03-29,GB,United Kingdom,n/a,Blaenau Gwent,-75%,-46%,n/a,-57%,-46%,+12%
2020-03-29,GB,United Kingdom,n/a,Borough of Halton,-78%,-43%,-46%,-60%,-48%,+25%
2020-03-29,GB,United Kingdom,n/a,Bracknell Forest,-83%,-41%,-56%,-69%,-58%,+31%
2020-03-29,GB,United Kingdom,n/a,Bridgend County Borough,-85%,-43%,-48%,-59%,-50%,+25%
2020-03-29,GB,United Kingdom,n/a,Brighton and Hove,-89%,-48%,-59%,-77%,-64%,+30%
2020-03-29,GB,United Kingdom,n/a,Buckinghamshire,-85%,-45%,-43%,-74%,-57%,+16%
2020-03-29,GB,United Kingdom,n/a,Caerphilly County Borough,-78%,-41%,-52%,-54%,-47%,+25%
2020-03-29,GB,United Kingdom,n/a,Cambridgeshire,-87%,-48%,-51%,-79%,-54%,+16%
2020-03-29,GB,United Kingdom,n/a,Cardiff,-86%,-45%,-48%,-79%,-59%,+17%
2020-03-29,GB,United Kingdom,n/a,Carmarthenshire,-81%,-46%,-57%,-60%,-49%,+24%
2020-03-29,GB,United Kingdom,n/a,Causeway Coast and Glens,-87%,-41%,-66%,-64%,-55%,+26%
2020-03-29,GB,United Kingdom,n/a,Central Bedfordshire,-82%,-45%,-41%,-74%,-54%,+20%
2020-03-29,GB,United Kingdom,n/a,Ceredigion,-84%,-54%,-60%,-69%,-57%,+6%
2020-03-29,GB,United Kingdom,n/a,Cheshire East,-84%,-47%,-63%,-75%,-53%,+15%
2020-03-29,GB,United Kingdom,n/a,Cheshire West and Chester,-88%,-47%,-58%,-77%,-55%,+15%
2020-03-29,GB,United Kingdom,n/a,City of Bristol,-87%,-47%,-25%,-81%,-57%,+18%
2020-03-29,GB,United Kingdom,n/a,Clackmannanshire,-89%,-39%,n/a,-53%,-49%,+6%
2020-03-29,GB,United Kingdom,n/a,Conwy Principal Area,-86%,-48%,-70%,-63%,-58%,+22%
2020-03-29,GB,United Kingdom,n/a,Cornwall,-85%,-53%,-54%,-66%,-56%,+14%
2020-03-29,GB,United Kingdom,n/a,County Durham,-83%,-42%,-56%,-68%,-55%,+14%
2020-03-29,GB,United Kingdom,n/a,Cumbria,-84%,-50%,-54%,-73%,-58%,+15%
2020-03-29,GB,United Kingdom,n/a,Darlington,-86%,-47%,-57%,-75%,-51%,+26%
2020-03-29,GB,United Kingdom,n/a,Denbighshire,-84%,-43%,-59%,-70%,-52%,+14%
2020-03-29,GB,United Kingdom,n/a,Derby,-85%,-46%,-55%,-81%,-55%,+19%
2020-03-29,GB,United Kingdom,n/a,Derbyshire,-86%,-43%,-55%,-66%,-55%,+15%
2020-03-29,GB,United Kingdom,n/a,Derry And Strabane,-80%,-39%,-63%,-60%,-54%,+25%
2020-03-29,GB,United Kingdom,n/a,Devon,-87%,-51%,-54%,-73%,-54%,+15%
2020-03-29,GB,United Kingdom,n/a,Dorset,-87%,-47%,-57%,-70%,-57%,+15%
2020-03-29,GB,United Kingdom,n/a,Dumfries and Galloway,-80%,-42%,-48%,-75%,-49%,+22%
2020-03-29,GB,United Kingdom,n/a,Dundee City Council,-83%,-52%,-10%,-71%,-56%,+26%
2020-03-29,GB,United Kingdom,n/a,East Ayrshire Council,-83%,-39%,n/a,-55%,-51%,+26%
2020-03-29,GB,United Kingdom,n/a,East Dunbartonshire Council,-75%,-35%,n/a,-54%,-56%,+19%
2020-03-29,GB,United Kingdom,n/a,East Lothian Council,-81%,-37%,-34%,-57%,-56%,+17%
2020-03-29,GB,United Kingdom,n/a,East Renfrewshire Council,-63%,-29%,-54%,-51%,-56%,+19%
2020-03-29,GB,United Kingdom,n/a,East Riding of Yorkshire,-85%,-45%,-61%,-51%,-52%,+14%
2020-03-29,GB,United Kingdom,n/a,East Sussex,-87%,-46%,-60%,-68%,-57%,+14%
2020-03-29,GB,United Kingdom,n/a,Edinburgh,-86%,-44%,-42%,-83%,-67%,+18%
2020-03-29,GB,United Kingdom,n/a,Essex,-84%,-49%,-58%,-85%,-56%,+16%
2020-03-29,GB,United Kingdom,n/a,Falkirk,-78%,-38%,-26%,-56%,-47%,+27%
2020-03-29,GB,United Kingdom,n/a,Fermanagh And Omagh,-86%,-47%,-55%,-54%,-52%,+27%
2020-03-29,GB,United Kingdom,n/a,Fife,-79%,-38%,-32%,-56%,-51%,+14%
2020-03-29,GB,United Kingdom,n/a,Flintshire,-80%,-44%,-48%,-60%,-54%,+26%
2020-03-29,GB,United Kingdom,n/a,Glasgow City,-84%,-44%,-37%,-81%,-60%,+16%
2020-03-29,GB,United Kingdom,n/a,Gloucestershire,-86%,-48%,-49%,-73%,-55%,+15%
2020-03-29,GB,United Kingdom,n/a,Greater London,-87%,-48%,-59%,-80%,-62%,+19%
2020-03-29,GB,United Kingdom,n/a,Greater Manchester,-84%,-46%,-44%,-80%,-54%,+16%
2020-03-29,GB,United Kingdom,n/a,Gwynedd,-87%,-55%,-62%,-65%,-56%,+18%
2020-03-29,GB,United Kingdom,n/a,Hampshire,-85%,-45%,-48%,-74%,-54%,+15%
2020-03-29,GB,United Kingdom,n/a,Hartlepool,-86%,-44%,-64%,-70%,-51%,+19%
2020-03-29,GB,United Kingdom,n/a,Herefordshire,-86%,-50%,-42%,-64%,-46%,+24%
2020-03-29,GB,United Kingdom,n/a,Hertfordshire,-85%,-47%,-46%,-73%,-56%,+16%
2020-03-29,GB,United Kingdom,n/a,Highland Council,-83%,-47%,-48%,-70%,-53%,+24%
2020-03-29,GB,United Kingdom,n/a,Inverclyde,-83%,-37%,n/a,-58%,-52%,+15%
2020-03-29,GB,United Kingdom,n/a,Isle of Anglesey,-84%,-48%,-65%,-63%,-46%,+7%
2020-03-29,GB,United Kingdom,n/a,Isle of Wight,-88%,-47%,-57%,-76%,-54%,+22%
2020-03-29,GB,United Kingdom,n/a,Kent,-86%,-49%,-62%,-68%,-53%,+15%
2020-03-29,GB,United Kingdom,n/a,Kingston upon Hull,-82%,-45%,-49%,-71%,-51%,+14%
2020-03-29,GB,United Kingdom,n/a,Lancashire,-84%,-44%,-39%,-71%,-52%,+14%
2020-03-29,GB,United Kingdom,n/a,Leicester,-84%,-47%,-45%,-80%,-51%,+15%
2020-03-29,GB,United Kingdom,n/a,Leicestershire,-83%,-45%,-54%,-72%,-55%,+15%
2020-03-29,GB,United Kingdom,n/a,Lincolnshire,-84%,-45%,-63%,-67%,-47%,+13%
2020-03-29,GB,United Kingdom,n/a,Lisburn and Castlereagh,-87%,-45%,-79%,-61%,-56%,+30%
2020-03-29,GB,United Kingdom,n/a,Luton,-79%,-39%,-41%,-90%,-49%,+19%
2020-03-29,GB,United Kingdom,n/a,Medway,-85%,-40%,-67%,-71%,-51%,+15%
2020-03-29,GB,United Kingdom,n/a,Merseyside,-83%,-42%,-53%,-74%,-54%,+15%
2020-03-29,GB,United Kingdom,n/a,Merthyr Tydfil County Borough,-89%,-50%,n/a,-54%,-52%,+8%
2020-03-29,GB,United Kingdom,n/a,Mid And East Antrim,-81%,-37%,-52%,-56%,-56%,+27%
2020-03-29,GB,United Kingdom,n/a,Mid Ulster,-81%,-43%,n/a,-51%,-42%,+28%
2020-03-29,GB,United Kingdom,n/a,Middlesbrough,-84%,-43%,-63%,-73%,-51%,+24%
2020-03-29,GB,United Kingdom,n/a,Midlothian,-90%,-43%,-20%,-50%,-53%,+25%
2020-03-29,GB,United Kingdom,n/a,Milton Keynes,-85%,-49%,-53%,-79%,-55%,+19%
2020-03-29,GB,United Kingdom,n/a,Monmouthshire,-85%,-56%,-61%,-58%,-47%,+16%
2020-03-29,GB,United Kingdom,n/a,Moray,-88%,-45%,-42%,-63%,-54%,+12%
2020-03-29,GB,United Kingdom,n/a,Na h-Eileanan an Iar,-77%,-31%,n/a,-54%,-51%,n/a
2020-03-29,GB,United Kingdom,n/a,Neath Port Talbot Principle Area,-74%,-38%,-46%,-60%,-46%,+23%
2020-03-29,GB,United Kingdom,n/a,Newport,-83%,-47%,-49%,-66%,-52%,+26%
2020-03-29,GB,United Kingdom,n/a,Newry and Mourne And Down,-87%,-45%,-65%,-55%,-52%,+29%
2020-03-29,GB,United Kingdom,n/a,Norfolk,-87%,-52%,-69%,-68%,-53%,+14%
2020-03-29,GB,United Kingdom,n/a,North Ayrshire Council,-79%,-37%,-12%,-59%,-51%,+25%
2020-03-29,GB,United Kingdom,n/a,North East Lincolnshire,-85%,-46%,-72%,-68%,-46%,+22%
2020-03-29,GB,United Kingdom,n/a,North Lanarkshire,-78%,-37%,n/a,-56%,-50%,+13%
2020-03-29,GB,United Kingdom,n/a,North Lincolnshire,-79%,-41%,-56%,-58%,-46%,+23%
2020-03-29,GB,United Kingdom,n/a,North Somerset,-84%,-50%,-52%,-88%,-54%,+27%
2020-03-29,GB,United Kingdom,n/a,North Yorkshire,-88%,-48%,-65%,-74%,-55%,+15%
